Employee ID,Age,Gender,Department,Job Role,Monthly Income,Years at Company,Job Satisfaction,Performance Rating,Work-Life Balance,Attrition
EMP0778,24,Female,Sales,Sales Representative,6055,0,4,3,2,No
EMP0779,52,Non-Binary,Finance,Manager,13249,7,4,3,2,No
EMP0780,58,Male,IT,IT Support,5153,1,4,3,4,Yes
EMP0781,57,Female,Research & Development,Manager,20980,12,3,4,3,No
EMP0782,45,Male,Research & Development,Manufacturing Director,14569,9,4,3,4,Yes
EMP0783,52,Female,Research & Development,Manufacturing Director,14846,9,3,3,4,No
EMP0784,27,Female,Research & Development,Manufacturing Director,18994,7,3,3,3,No
EMP0785,23,Male,Research & Development,Research Scientist,12066,5,4,3,2,No
EMP0786,41,Male,Sales,Sales Executive,7015,8,3,3,3,No
EMP0787,49,Female,Research & Development,Manufacturing Director,13189,4,1,3,1,No
EMP0788,32,Male,IT,Software Engineer,12124,1,4,2,2,No
EMP0789,25,Female,Finance,Accountant,4703,7,4,1,2,No
EMP0790,36,Male,Sales,Manager,12563,9,4,2,4,No
EMP0791,27,Female,Human Resources,Recruiter,5573,3,3,2,3,No
EMP0792,51,Female,Research & Development,Manager,10815,0,3,3,1,Yes
EMP0793,59,Female,Research & Development,Laboratory Technician,4877,5,4,4,3,No
EMP0794,23,Male,Sales,Manager,17173,0,1,3,3,No
EMP0795,36,Female,Research & Development,Manager,19673,13,3,4,3,No
EMP0796,32,Female,Research & Development,Manager,17598,14,2,4,2,Yes
EMP0797,29,Male,Research & Development,Laboratory Technician,5526,1,3,4,3,Yes
EMP0798,47,Male,Human Resources,Recruiter,6429,5,3,4,4,No
EMP0799,26,Male,Human Resources,Recruiter,5060,0,1,3,1,No
EMP0800,27,Female,Research & Development,Manufacturing Director,20971,6,2,2,2,Yes
EMP0801,47,Male,Finance,Manager,16724,2,3,3,2,No
EMP0802,25,Male,Research & Development,Laboratory Technician,7597,5,1,3,2,Yes
EMP0803,40,Female,Sales,Manager,19795,2,2,4,3,No
EMP0804,41,Male,Research & Development,Manufacturing Director,12823,0,4,4,4,No
EMP0805,54,Male,Sales,Sales Representative,6685,2,2,3,4,No
EMP0806,41,Non-Binary,Research & Development,Manufacturing Director,17433,0,3,3,2,Yes
EMP0807,33,Female,Sales,Sales Executive,6892,4,4,2,3,No
EMP0808,22,Male,Sales,Manager,14826,0,2,1,3,No
EMP0809,47,Male,IT,Software Engineer,10264,3,2,3,3,No
EMP0810,35,Female,Sales,Sales Representative,7336,10,3,3,3,No
EMP0811,59,Male,Research & Development,Manufacturing Director,12297,9,4,4,2,No
EMP0812,58,Male,Sales,Sales Representative,8817,10,4,3,3,Yes
EMP0813,32,Male,Research & Development,Laboratory Technician,10043,12,4,4,3,No
EMP0814,57,Male,Research & Development,Laboratory Technician,3131,0,4,3,4,No
EMP0815,34,Female,Human Resources,Recruiter,3857,0,2,4,4,No
EMP0816,24,Male,Research & Development,Laboratory Technician,4320,4,1,2,2,No
EMP0817,54,Female,Sales,Manager,20421,11,2,4,1,No
EMP0818,27,Female,Research & Development,Research Scientist,11196,9,1,3,4,No
EMP0819,31,Male,Sales,Manager,14604,0,4,2,3,No
EMP0820,26,Female,Research & Development,Manufacturing Director,19852,2,3,2,4,No
EMP0821,44,Female,Research & Development,Manufacturing Director,11758,1,1,4,1,Yes
EMP0822,31,Male,Finance,Manager,11415,7,4,1,3,No
EMP0823,23,Male,Sales,Sales Executive,7605,5,2,3,3,No
EMP0824,34,Female,Research & Development,Manufacturing Director,11607,0,3,3,4,No
EMP0825,23,Female,Sales,Sales Representative,7117,3,3,3,1,No
EMP0826,41,Female,Research & Development,Manager,13016,5,3,4,2,No
EMP0827,22,Male,Research & Development,Manager,14374,4,3,3,3,No
EMP0828,58,Non-Binary,Finance,Manager,17274,0,1,3,4,Yes
EMP0829,30,Male,Sales,Manager,22135,11,3,4,4,No
EMP0830,38,Male,Sales,Sales Executive,7591,4,4,3,4,No
EMP0831,30,Female,Research & Development,Research Scientist,11234,8,4,4,4,No
EMP0832,32,Male,Sales,Sales Representative,5688,8,3,3,1,No
EMP0833,36,Male,Sales,Manager,11561,1,3,3,1,Yes
EMP0834,45,Male,Research & Development,Manufacturing Director,14473,0,4,3,2,No
EMP0835,59,Male,Sales,Manager,16494,6,4,3,3,No
EMP0836,56,Male,Sales,Sales Representative,3475,0,2,2,4,No
EMP0837,51,Non-Binary,Human Resources,HR Partner,6089,9,3,3,4,Yes
EMP0838,52,Male,Research & Development,Manager,19720,6,4,1,2,No
EMP0839,26,Female,Sales,Sales Representative,8644,8,3,3,3,No
EMP0840,35,Female,Sales,Manager,11386,1,1,4,4,No
EMP0841,32,Female,Research & Development,Research Scientist,10733,1,3,1,3,No
EMP0842,30,Male,Sales,Sales Executive,7414,5,1,3,2,No
EMP0843,55,Female,Research & Development,Manager,15486,0,3,4,3,No
EMP0844,33,Male,Sales,Sales Representative,7736,6,3,3,3,No
EMP0845,56,Female,Research & Development,Manager,13573,9,4,3,3,No
EMP0846,56,Female,Research & Development,Research Scientist,11718,2,3,4,3,No
EMP0847,22,Female,Research & Development,Research Scientist,12419,4,2,4,1,No
EMP0848,43,Male,IT,IT Support,5063,0,2,3,4,Yes
EMP0849,50,Female,Research & Development,Manufacturing Director,15615,1,4,2,3,No
EMP0850,29,Male,Sales,Sales Executive,10163,11,1,2,3,Yes
EMP0851,32,Female,Sales,Sales Executive,8358,14,3,3,4,No
EMP0852,58,Non-Binary,Research & Development,Laboratory Technician,4862,3,1,3,2,Yes
EMP0853,35,Male,Sales,Sales Representative,8891,13,4,3,2,No
EMP0854,51,Non-Binary,Sales,Sales Executive,4618,3,3,3,4,Yes
EMP0855,56,Male,IT,Manager,20181,1,2,2,2,No
EMP0856,42,Male,Research & Development,Manufacturing Director,13724,1,2,3,4,No
EMP0857,58,Male,Research & Development,Research Scientist,12104,13,4,3,2,No
EMP0858,26,Male,Research & Development,Manager,18998,0,3,3,1,Yes
EMP0859,40,Female,Research & Development,Research Scientist,12789,4,4,3,3,No
EMP0860,35,Male,Sales,Manager,13466,4,4,3,2,No
EMP0861,47,Male,IT,IT Support,4604,6,4,3,4,No
EMP0862,25,Female,Sales,Sales Representative,4193,3,2,3,3,No
EMP0863,46,Female,Human Resources,Recruiter,7149,1,4,3,4,No
EMP0864,46,Female,IT,Data Analyst,10107,0,1,2,4,Yes
EMP0865,39,Female,Human Resources,Recruiter,7080,4,2,3,2,No
EMP0866,29,Female,Research & Development,Manufacturing Director,13412,6,4,1,4,No
EMP0867,35,Male,Sales,Sales Executive,5342,4,2,2,3,No
EMP0868,53,Male,Research & Development,Laboratory Technician,4813,6,2,3,3,No
EMP0869,59,Female,Research & Development,Laboratory Technician,3868,0,2,3,4,Yes
EMP0870,54,Male,Research & Development,Manufacturing Director,12811,10,3,3,3,No
EMP0871,44,Female,IT,IT Support,5622,4,3,3,3,No
EMP0872,36,Male,Research & Development,Research Scientist,10862,0,4,3,3,No
EMP0873,54,Male,Sales,Sales Executive,7777,3,4,4,2,Yes
EMP0874,46,Male,Sales,Manager,13544,9,3,1,2,No
EMP0875,38,Female,Research & Development,Laboratory Technician,7456,11,2,3,3,No
EMP0876,54,Female,Research & Development,Manager,17812,1,4,4,2,No
EMP0877,23,Female,Human Resources,Recruiter,8042,5,2,4,1,Yes
EMP0878,35,Male,Research & Development,Manager,18713,0,1,2,1,No
EMP0879,27,Male,IT,Data Analyst,11423,0,1,3,3,No
EMP0880,27,Female,IT,Software Engineer,11889,4,3,2,3,No
EMP0881,24,Female,IT,Manager,17608,5,1,3,4,No
EMP0882,28,Male,Sales,Sales Representative,5925,7,1,3,3,Yes
EMP0883,29,Female,Human Resources,Recruiter,4869,2,2,3,3,Yes
EMP0884,36,Male,Sales,Manager,12675,0,2,3,3,No
EMP0885,50,Male,Sales,Sales Representative,5113,3,3,3,3,No
EMP0886,54,Male,Research & Development,Manufacturing Director,14876,0,4,3,3,No
EMP0887,51,Female,Research & Development,Laboratory Technician,4451,0,4,4,4,No
EMP0888,48,Female,Sales,Sales Executive,7854,1,2,3,4,No
EMP0889,57,Male,Sales,Sales Representative,6830,2,2,2,4,Yes
EMP0890,50,Female,Sales,Sales Representative,6207,1,4,3,4,No
EMP0891,59,Male,Finance,Manager,13924,4,1,3,3,No
EMP0892,54,Male,Sales,Manager,11753,0,4,3,3,No
EMP0893,58,Male,Sales,Manager,11612,0,1,4,4,No
EMP0894,48,Male,Research & Development,Laboratory Technician,7275,5,4,4,3,No
EMP0895,54,Male,Research & Development,Laboratory Technician,3555,0,2,3,4,Yes
EMP0896,25,Female,Finance,Financial Analyst,11251,5,3,3,4,No
EMP0897,43,Female,Sales,Sales Representative,5049,0,4,3,4,No
EMP0898,23,Male,Research & Development,Manager,11224,2,3,3,3,No
EMP0899,31,Male,Research & Development,Manager,13030,0,2,2,4,No
EMP0900,26,Male,Finance,Financial Analyst,7081,0,3,3,3,No
EMP0901,31,Male,Research & Development,Manufacturing Director,16099,4,4,1,3,No
EMP0902,54,Male,IT,Manager,13092,13,1,3,3,No
EMP0903,59,Female,Sales,Manager,14764,0,1,3,4,No
EMP0904,34,Male,Research & Development,Manufacturing Director,17602,2,3,4,4,No
EMP0905,52,Female,Research & Development,Research Scientist,7274,6,1,3,2,No
EMP0906,57,Female,IT,Data Analyst,9591,3,3,3,3,No
EMP0907,45,Male,Sales,Manager,14960,8,2,2,3,No
EMP0908,36,Female,Sales,Sales Representative,3370,0,3,3,4,No
EMP0909,50,Female,Research & Development,Laboratory Technician,10882,16,1,3,3,No
EMP0910,29,Female,Sales,Manager,10728,2,3,3,2,Yes
EMP0911,26,Male,Sales,Sales Executive,8085,2,1,4,3,Yes
EMP0912,50,Male,Finance,Accountant,6790,10,1,3,3,No
EMP0913,25,Male,Research & Development,Manager,19768,4,1,3,1,Yes
EMP0914,33,Male,Research & Development,Manufacturing Director,15274,3,4,3,3,No
EMP0915,23,Male,Human Resources,Recruiter,8316,5,1,4,4,No
EMP0916,48,Female,Research & Development,Laboratory Technician,4987,4,4,4,4,Yes
EMP0917,52,Male,Sales,Sales Representative,4503,0,1,3,1,Yes
EMP0918,57,Female,Sales,Sales Representative,7291,5,1,3,4,No
EMP0919,57,Female,Research & Development,Laboratory Technician,6325,0,3,3,3,No
EMP0920,47,Male,Research & Development,Research Scientist,13441,8,3,2,2,No
EMP0921,48,Male,Research & Development,Research Scientist,10587,22,4,3,1,No
EMP0922,26,Female,Sales,Manager,11614,2,4,3,2,No
EMP0923,41,Female,Research & Development,Manager,17956,2,4,2,4,No
EMP0924,32,Female,Finance,Financial Analyst,9286,0,3,2,1,No
EMP0925,31,Male,IT,Software Engineer,9446,0,3,3,2,No
EMP0926,59,Male,IT,Software Engineer,9509,12,2,4,4,No
EMP0927,27,Male,IT,Data Analyst,8521,0,4,3,3,No
EMP0928,29,Male,Research & Development,Laboratory Technician,8339,2,3,3,4,No
EMP0929,44,Female,IT,Manager,20322,8,3,3,4,Yes
EMP0930,47,Female,Sales,Manager,21462,11,2,3,1,No
EMP0931,33,Female,Research & Development,Manufacturing Director,13736,3,1,3,4,Yes
EMP0932,47,Female,Research & Development,Manufacturing Director,19954,4,4,3,2,No
EMP0933,34,Female,Sales,Sales Representative,5405,5,2,2,3,No
EMP0934,39,Male,IT,Software Engineer,12337,16,3,3,3,No
EMP0935,46,Male,Finance,Financial Analyst,7316,4,1,3,2,Yes
EMP0936,54,Female,Sales,Sales Representative,6964,4,4,3,4,No
EMP0937,33,Male,IT,IT Support,4491,0,1,4,3,Yes
EMP0938,57,Female,Sales,Manager,15213,0,4,2,1,No
EMP0939,25,Female,Research & Development,Manager,15028,4,1,3,4,No
EMP0940,26,Male,Research & Development,Manager,19108,8,4,3,3,No
EMP0941,58,Female,Research & Development,Manufacturing Director,16409,10,4,4,3,No
EMP0942,29,Female,Finance,Accountant,5790,11,1,3,3,Yes
EMP0943,49,Female,IT,IT Support,5143,3,3,3,4,No
EMP0944,52,Female,IT,Manager,14456,7,2,4,1,Yes
EMP0945,30,Female,Sales,Manager,14006,9,1,3,2,Yes
EMP0946,50,Male,Finance,Accountant,7339,5,4,3,3,No
EMP0947,35,Male,Sales,Sales Executive,6108,2,3,3,1,Yes
EMP0948,43,Female,IT,Data Analyst,12581,3,2,4,4,No
EMP0949,32,Female,Research & Development,Laboratory Technician,8829,9,1,1,3,No
EMP0950,44,Male,Sales,Sales Representative,3947,1,2,3,2,No
EMP0951,22,Male,Research & Development,Laboratory Technician,4600,4,4,3,1,Yes
EMP0952,58,Female,Sales,Sales Executive,4697,1,2,3,4,No
EMP0953,42,Female,Sales,Manager,12579,6,4,3,4,No
EMP0954,47,Female,Research & Development,Laboratory Technician,4479,4,4,3,3,No
EMP0955,57,Female,Sales,Sales Executive,7970,6,1,2,3,No
EMP0956,44,Male,Sales,Manager,13742,2,1,3,2,No
EMP0957,22,Male,Sales,Manager,19888,4,4,3,3,No
EMP0958,36,Female,Research & Development,Manufacturing Director,12546,5,2,4,1,No
EMP0959,42,Male,Sales,Sales Representative,6326,1,1,3,3,No
EMP0960,30,Male,Research & Development,Laboratory Technician,4683,5,2,4,3,No
EMP0961,30,Male,Sales,Manager,11495,1,3,3,4,No
EMP0962,31,Female,Finance,Manager,11585,1,4,1,3,No
EMP0963,47,Female,IT,Manager,11342,2,1,3,4,No
EMP0964,56,Male,Sales,Manager,15080,9,1,1,3,No
EMP0965,46,Male,IT,IT Support,4633,3,4,4,4,No
EMP0966,47,Female,IT,IT Support,6786,5,4,4,3,No
EMP0967,32,Non-Binary,Finance,Manager,12633,2,3,3,3,No
EMP0968,59,Male,Research & Development,Research Scientist,9845,1,4,3,4,No
EMP0969,23,Male,Sales,Manager,12620,5,3,3,1,No
EMP0970,28,Male,Research & Development,Laboratory Technician,7335,4,4,3,2,No
EMP0971,39,Female,Research & Development,Laboratory Technician,8805,13,2,3,1,Yes
EMP0972,48,Male,Research & Development,Laboratory Technician,6082,1,2,3,4,No
EMP0973,55,Male,Research & Development,Manufacturing Director,10170,0,4,3,1,No
EMP0974,48,Female,IT,Data Analyst,9353,9,3,2,4,No
EMP0975,38,Female,Finance,Financial Analyst,10897,5,4,4,3,No
EMP0976,45,Male,Sales,Manager,19987,1,2,4,1,No
EMP0977,46,Female,Sales,Sales Representative,4823,1,4,3,3,No
EMP0978,28,Male,Sales,Sales Executive,8722,8,4,4,2,Yes
EMP0979,27,Female,IT,Manager,15709,3,2,3,3,No
EMP0980,45,Male,Research & Development,Research Scientist,8091,5,4,1,3,Yes
EMP0981,54,Female,Research & Development,Laboratory Technician,6037,1,3,3,3,No
EMP0982,50,Male,Research & Development,Research Scientist,6807,2,4,3,1,No
EMP0983,43,Female,Research & Development,Manager,19828,23,3,3,3,No
EMP0984,47,Female,Research & Development,Laboratory Technician,7369,1,4,4,4,No
EMP0985,49,Female,Research & Development,Manager,17321,3,3,4,4,No
EMP0986,42,Female,IT,Software Engineer,8479,9,2,3,4,No
EMP0987,28,Female,Finance,Manager,17629,1,1,3,2,Yes
EMP0988,38,Male,Finance,Manager,15887,2,3,2,4,No
EMP0989,41,Male,Finance,Manager,11036,4,4,2,3,No
EMP0990,41,Female,Research & Development,Manufacturing Director,17404,3,3,3,1,No
EMP0991,43,Male,Research & Development,Manager,13023,3,3,3,4,No
EMP0992,49,Female,Human Resources,Manager,11432,2,2,3,4,No
EMP0993,28,Non-Binary,Finance,Accountant,6654,4,3,3,3,No
EMP0994,22,Male,Sales,Manager,13740,4,1,3,2,No
EMP0995,53,Female,Research & Development,Manager,16409,5,4,2,2,No
EMP0996,34,Male,Sales,Manager,13132,0,4,3,3,No
EMP0997,51,Female,Research & Development,Manufacturing Director,17880,4,3,2,4,No
EMP0998,44,Male,Research & Development,Manufacturing Director,17942,15,1,2,2,No
EMP0999,40,Male,Research & Development,Manager,17561,3,1,3,4,No
EMP1000,53,Female,Sales,Sales Executive,6123,6,3,3,2,No
EMP1001,51,Female,Research & Development,Manufacturing Director,18530,4,3,4,4,No
EMP1002,50,Female,IT,IT Support,5433,9,4,2,4,No
EMP1003,50,Male,Sales,Sales Representative,9703,13,2,2,3,No
EMP1004,51,Male,Research & Development,Research Scientist,7592,1,4,3,3,No
EMP1005,37,Female,Research & Development,Manager,16887,2,3,3,4,No
EMP1006,40,Male,IT,Data Analyst,12276,2,2,1,3,Yes
EMP1007,39,Female,Sales,Manager,13846,2,3,1,3,No
EMP1008,22,Female,Finance,Accountant,6098,0,1,4,3,No
EMP1009,35,Female,Research & Development,Laboratory Technician,9544,8,3,3,2,No
EMP1010,23,Female,Finance,Manager,15476,0,4,3,4,No
EMP1011,49,Male,Finance,Financial Analyst,6661,3,3,3,2,No
EMP1012,51,Female,Sales,Sales Executive,6469,5,4,3,4,No
EMP1013,59,Male,Sales,Sales Representative,5017,1,3,3,2,No
EMP1014,25,Female,Sales,Manager,20224,7,1,3,4,No
EMP1015,22,Male,Research & Development,Manager,15687,4,3,4,2,No
EMP1016,29,Female,Sales,Sales Representative,6198,3,3,2,3,Yes
EMP1017,50,Female,Sales,Sales Representative,6851,2,2,4,3,No
EMP1018,24,Male,Research & Development,Laboratory Technician,4500,1,1,2,4,Yes
EMP1019,53,Male,Sales,Manager,13853,6,3,3,3,No
EMP1020,31,Female,Sales,Manager,11454,0,1,1,4,Yes
EMP1021,31,Male,Research & Development,Manager,12138,5,1,2,3,Yes
EMP1022,40,Male,Sales,Sales Executive,7992,9,3,4,3,Yes
EMP1023,55,Male,Research & Development,Manufacturing Director,16316,1,2,3,4,No
EMP1024,54,Male,Research & Development,Laboratory Technician,9994,10,4,2,2,No
EMP1025,44,Female,Research & Development,Laboratory Technician,5210,0,2,4,3,No
EMP1026,49,Female,IT,Software Engineer,13282,12,4,4,3,No
EMP1027,53,Male,Research & Development,Manufacturing Director,13759,0,3,3,3,No
EMP1028,28,Male,Research & Development,Laboratory Technician,7029,5,4,4,3,No
EMP1029,50,Male,Research & Development,Research Scientist,7560,1,2,3,3,Yes
EMP1030,29,Male,IT,Software Engineer,10226,9,4,4,2,No
EMP1031,22,Male,IT,Data Analyst,10868,3,3,3,4,No
EMP1032,24,Male,IT,Data Analyst,11095,0,4,4,4,No
EMP1033,45,Male,Research & Development,Manager,10863,4,2,3,3,Yes
EMP1034,44,Female,Sales,Manager,11745,2,1,3,3,Yes
EMP1035,29,Male,Sales,Sales Executive,4974,5,3,3,1,Yes
EMP1036,58,Female,Sales,Sales Representative,9161,10,1,3,4,No
EMP1037,24,Female,Finance,Financial Analyst,12362,2,3,3,2,No
EMP1038,54,Female,Research & Development,Manufacturing Director,20014,1,1,2,3,No
EMP1039,49,Female,Human Resources,Recruiter,3457,0,3,4,4,No
EMP1040,29,Male,Research & Development,Manager,17396,4,4,3,3,No
EMP1041,55,Female,IT,IT Support,6730,2,3,3,4,Yes
EMP1042,56,Female,Sales,Sales Executive,5140,2,4,3,3,Yes
EMP1043,53,Male,Sales,Manager,16255,1,3,4,1,No
EMP1044,45,Female,Research & Development,Manager,16721,2,3,3,4,No
EMP1045,35,Female,Research & Development,Manufacturing Director,15354,17,4,3,1,No
EMP1046,53,Male,Research & Development,Research Scientist,6479,1,4,4,4,No
EMP1047,37,Male,IT,IT Support,6191,4,4,3,1,No
EMP1048,25,Male,Sales,Sales Executive,5440,7,2,3,4,No
EMP1049,58,Female,Research & Development,Laboratory Technician,5161,6,3,3,2,No
EMP1050,42,Female,Research & Development,Manager,17027,1,2,4,3,No
EMP1051,35,Female,Sales,Sales Executive,7645,4,3,3,3,No
EMP1052,52,Female,IT,Software Engineer,9217,10,3,3,3,No
EMP1053,39,Male,IT,Data Analyst,9220,0,4,4,3,No
EMP1054,28,Male,Human Resources,HR Partner,3774,2,4,3,3,Yes
EMP1055,31,Female,IT,Data Analyst,10330,1,3,3,3,No
EMP1056,28,Female,Human Resources,Recruiter,4792,2,1,4,3,Yes
EMP1057,54,Non-Binary,Sales,Sales Executive,5476,2,4,2,3,No
EMP1058,44,Male,Human Resources,Manager,20166,6,1,3,3,No
EMP1059,42,Male,Research & Development,Manufacturing Director,14316,0,3,3,2,No
EMP1060,40,Female,Sales,Sales Representative,7024,3,1,4,4,No
EMP1061,40,Female,Sales,Manager,15389,4,2,2,3,Yes
EMP1062,57,Female,Human Resources,Manager,18742,3,4,3,2,No
EMP1063,50,Female,Human Resources,HR Partner,4479,6,1,4,3,No
EMP1064,39,Male,Sales,Sales Representative,8241,2,3,1,4,No
EMP1065,23,Female,Human Resources,Recruiter,6811,5,2,2,1,Yes
EMP1066,22,Female,Finance,Financial Analyst,8942,3,4,4,3,Yes
EMP1067,26,Female,Sales,Manager,17961,4,4,3,3,No
EMP1068,41,Female,Sales,Sales Representative,6074,8,2,4,2,Yes
EMP1069,32,Male,IT,IT Support,5057,1,1,2,4,Yes
EMP1070,23,Male,Sales,Sales Representative,5889,0,3,3,3,No
EMP1071,24,Non-Binary,Research & Development,Manager,12259,6,2,3,2,Yes
EMP1072,44,Male,Sales,Sales Representative,5522,3,3,3,4,No
EMP1073,33,Female,Research & Development,Laboratory Technician,8999,11,1,3,3,No
EMP1074,41,Male,Human Resources,Recruiter,11592,20,1,3,4,No
EMP1075,26,Female,Research & Development,Manufacturing Director,16749,2,3,4,3,Yes
EMP1076,58,Female,IT,Manager,12873,2,2,3,4,No
EMP1077,59,Female,IT,Manager,18508,2,4,3,4,No
EMP1078,51,Male,IT,IT Support,7339,1,1,2,1,No
EMP1079,30,Female,Research & Development,Manufacturing Director,19496,7,2,3,4,No
EMP1080,55,Male,Sales,Manager,18148,7,4,3,3,No
EMP1081,56,Male,Research & Development,Research Scientist,11149,3,3,3,1,No
EMP1082,43,Female,Sales,Sales Representative,3594,0,4,3,3,No
EMP1083,45,Female,IT,Data Analyst,11652,1,1,1,1,Yes
EMP1084,38,Female,Research & Development,Manager,10706,1,3,2,4,No
EMP1085,31,Male,Research & Development,Laboratory Technician,9489,8,4,3,3,No
EMP1086,51,Male,Sales,Sales Executive,3020,0,2,3,4,No
EMP1087,44,Male,IT,IT Support,5999,8,4,4,2,Yes
EMP1088,53,Male,IT,Manager,14201,5,3,3,3,No
EMP1089,38,Male,Research & Development,Manager,19054,6,2,1,2,No
EMP1090,38,Female,IT,Data Analyst,8861,2,3,3,3,No
EMP1091,35,Male,Sales,Manager,18962,5,3,2,4,No
EMP1092,30,Female,Research & Development,Manager,15990,4,1,3,4,No
EMP1093,23,Non-Binary,IT,IT Support,7678,5,3,4,4,No
EMP1094,46,Female,Research & Development,Research Scientist,12310,2,2,3,4,No
EMP1095,30,Female,Finance,Financial Analyst,12116,3,3,3,1,No
EMP1096,43,Female,Sales,Manager,11336,5,4,3,3,No
EMP1097,25,Male,Sales,Sales Representative,4667,0,3,3,3,No
EMP1098,47,Male,Finance,Accountant,6976,2,4,4,3,No
EMP1099,50,Male,Sales,Sales Executive,7309,17,2,2,2,Yes
EMP1100,55,Female,Finance,Financial Analyst,6275,0,3,3,3,No
EMP1101,44,Female,Finance,Financial Analyst,7091,1,4,3,3,Yes
EMP1102,58,Male,Sales,Sales Executive,3212,1,3,3,3,No
EMP1103,32,Female,Research & Development,Research Scientist,12122,5,3,3,4,No
EMP1104,27,Female,Sales,Sales Executive,7057,0,1,4,3,No
EMP1105,39,Male,Research & Development,Research Scientist,9825,4,2,2,1,No
EMP1106,42,Non-Binary,Sales,Sales Representative,3973,0,2,3,1,Yes
EMP1107,57,Male,Sales,Sales Executive,7270,0,4,3,4,No
EMP1108,59,Male,Research & Development,Research Scientist,11170,6,2,3,4,Yes
EMP1109,55,Female,Research & Development,Laboratory Technician,4608,1,4,3,3,No
EMP1110,38,Male,Finance,Accountant,8543,18,3,2,3,No
EMP1111,58,Female,IT,Manager,12288,0,2,2,4,Yes
EMP1112,46,Male,Human Resources,Manager,19138,2,3,2,3,No
EMP1113,59,Male,Research & Development,Research Scientist,7218,0,4,4,4,No
EMP1114,33,Non-Binary,IT,Software Engineer,7820,2,4,3,4,No
EMP1115,44,Male,Research & Development,Research Scientist,12654,26,1,3,3,No
EMP1116,43,Male,Human Resources,HR Partner,8377,10,2,3,3,Yes
EMP1117,42,Male,Finance,Manager,17501,0,2,3,2,No
EMP1118,48,Female,Research & Development,Laboratory Technician,6572,4,1,3,2,Yes
EMP1119,52,Male,Research & Development,Manager,15098,5,3,4,4,No
EMP1120,27,Male,IT,Data Analyst,8938,1,4,3,4,Yes
EMP1121,48,Male,Finance,Financial Analyst,9747,0,2,3,4,No
EMP1122,55,Male,Human Resources,HR Partner,7042,11,4,1,3,No
EMP1123,33,Female,Sales,Sales Executive,6746,15,3,3,1,No
EMP1124,28,Female,Research & Development,Manufacturing Director,14816,10,2,3,1,No
EMP1125,31,Male,Sales,Manager,20463,7,1,4,3,No
EMP1126,38,Female,IT,Manager,11494,5,4,3,3,No
EMP1127,47,Male,Sales,Sales Representative,6844,2,4,3,3,No
EMP1128,42,Non-Binary,IT,Software Engineer,10723,0,3,3,1,No
EMP1129,49,Non-Binary,Sales,Sales Executive,4075,0,1,3,4,No
EMP1130,23,Male,Sales,Sales Executive,7994,5,2,2,3,No
EMP1131,22,Female,Research & Development,Research Scientist,11037,4,1,4,4,No
EMP1132,57,Female,Human Resources,Manager,18853,8,3,3,3,No
EMP1133,47,Male,Sales,Sales Representative,5445,12,4,4,2,No
EMP1134,50,Male,Research & Development,Laboratory Technician,8056,10,1,4,4,No
EMP1135,42,Male,Research & Development,Manager,16857,24,4,3,4,No
EMP1136,32,Female,Sales,Manager,10863,1,3,3,3,No
EMP1137,32,Non-Binary,Sales,Sales Executive,9068,7,3,2,3,No
EMP1138,57,Female,IT,Data Analyst,8829,4,4,4,1,No
EMP1139,56,Female,Research & Development,Laboratory Technician,5896,1,1,3,3,No
EMP1140,55,Female,Sales,Manager,22831,20,4,3,4,No
EMP1141,45,Female,IT,Manager,14863,11,1,3,1,No
EMP1142,43,Female,Finance,Financial Analyst,8745,0,2,3,2,No
EMP1143,26,Male,Research & Development,Manager,15004,0,4,3,4,No
EMP1144,54,Female,Research & Development,Laboratory Technician,8964,5,4,3,2,Yes
EMP1145,57,Female,IT,Manager,15925,4,3,3,3,No
EMP1146,41,Male,Finance,Financial Analyst,13548,13,3,4,3,No
EMP1147,40,Female,IT,Data Analyst,10602,1,4,3,3,No
EMP1148,56,Male,Research & Development,Manager,13427,0,4,3,3,No
EMP1149,38,Male,Research & Development,Manager,16112,1,1,4,2,No
EMP1150,55,Female,Human Resources,Manager,10394,0,4,2,1,No
EMP1151,30,Male,Sales,Sales Executive,6597,0,3,4,4,No
EMP1152,47,Male,Research & Development,Manager,12729,12,3,3,4,No
EMP1153,23,Male,IT,IT Support,5497,2,3,3,3,No
EMP1154,30,Female,Research & Development,Laboratory Technician,4172,2,3,3,3,No
EMP1155,30,Male,Research & Development,Manufacturing Director,18135,0,4,3,2,No
EMP1156,38,Female,Research & Development,Manufacturing Director,11845,1,3,4,1,No
EMP1157,22,Male,Sales,Manager,20724,4,4,2,4,No
EMP1158,46,Non-Binary,Research & Development,Laboratory Technician,8273,4,1,3,3,No
EMP1159,46,Non-Binary,IT,Software Engineer,9187,7,4,3,3,No
EMP1160,56,Male,Sales,Manager,20215,2,4,4,2,No
EMP1161,24,Male,Sales,Sales Executive,4199,1,3,3,1,No
EMP1162,58,Male,Finance,Accountant,5448,3,3,4,3,No
EMP1163,51,Female,Sales,Sales Executive,4761,1,3,3,4,No
EMP1164,59,Male,Sales,Manager,12573,9,4,2,4,No
EMP1165,55,Male,Finance,Manager,17511,1,4,3,4,No
EMP1166,33,Male,Human Resources,Manager,16179,5,1,2,4,No
EMP1167,40,Male,Research & Development,Manager,11803,0,4,3,4,No
EMP1168,58,Male,IT,IT Support,5098,5,3,2,3,No
