Employee ID,Age,Gender,Department,Job Role,Monthly Income,Years at Company,Job Satisfaction,Performance Rating,Work-Life Balance,Attrition,Tenure Group,Income Band,Attrition_Encoded,Gender_Encoded,Department_Encoded,JobRole_Encoded
EMP0990,41,Female,Research & Development,Manufacturing Director,17404,3,3,3,1,No,3-5 Yrs,Very High (15k+),0,0,3,7
EMP0991,43,Male,Research & Development,Manager,13023,3,3,3,4,No,3-5 Yrs,High (10k-15k),0,1,3,6
EMP0992,49,Female,Human Resources,Manager,11432,2,2,3,4,No,0-2 Yrs,High (10k-15k),0,0,1,6
EMP0993,28,Non-Binary,Finance,Accountant,6654,4,3,3,3,No,3-5 Yrs,Medium (5k-10k),0,2,0,0
EMP0994,22,Male,Sales,Manager,13740,4,1,3,2,No,3-5 Yrs,High (10k-15k),0,1,4,6
EMP0995,53,Female,Research & Development,Manager,16409,5,4,2,2,No,3-5 Yrs,Very High (15k+),0,0,3,6
EMP0996,34,Male,Sales,Manager,13132,0,4,3,3,No,0-2 Yrs,High (10k-15k),0,1,4,6
EMP0997,51,Female,Research & Development,Manufacturing Director,17880,4,3,2,4,No,3-5 Yrs,Very High (15k+),0,0,3,7
EMP0998,44,Male,Research & Development,Manufacturing Director,17942,15,1,2,2,No,10+ Yrs,Very High (15k+),0,1,3,7
EMP0999,40,Male,Research & Development,Manager,17561,3,1,3,4,No,3-5 Yrs,Very High (15k+),0,1,3,6
EMP1000,53,Female,Sales,Sales Executive,6123,6,3,3,2,No,6-10 Yrs,Medium (5k-10k),0,0,4,10
EMP1001,51,Female,Research & Development,Manufacturing Director,18530,4,3,4,4,No,3-5 Yrs,Very High (15k+),0,0,3,7
EMP1002,50,Female,IT,IT Support,5433,9,4,2,4,No,6-10 Yrs,Medium (5k-10k),0,0,2,4
EMP1003,50,Male,Sales,Sales Representative,9703,13,2,2,3,No,10+ Yrs,Medium (5k-10k),0,1,4,11
EMP1004,51,Male,Research & Development,Research Scientist,7592,1,4,3,3,No,0-2 Yrs,Medium (5k-10k),0,1,3,9
EMP1005,37,Female,Research & Development,Manager,16887,2,3,3,4,No,0-2 Yrs,Very High (15k+),0,0,3,6
EMP1006,40,Male,IT,Data Analyst,12276,2,2,1,3,Yes,0-2 Yrs,High (10k-15k),1,1,2,1
EMP1007,39,Female,Sales,Manager,13846,2,3,1,3,No,0-2 Yrs,High (10k-15k),0,0,4,6
EMP1008,22,Female,Finance,Accountant,6098,0,1,4,3,No,0-2 Yrs,Medium (5k-10k),0,0,0,0
EMP1009,35,Female,Research & Development,Laboratory Technician,9544,8,3,3,2,No,6-10 Yrs,Medium (5k-10k),0,0,3,5
EMP1010,23,Female,Finance,Manager,15476,0,4,3,4,No,0-2 Yrs,Very High (15k+),0,0,0,6
EMP1011,49,Male,Finance,Financial Analyst,6661,3,3,3,2,No,3-5 Yrs,Medium (5k-10k),0,1,0,2
EMP1012,51,Female,Sales,Sales Executive,6469,5,4,3,4,No,3-5 Yrs,Medium (5k-10k),0,0,4,10
EMP1013,59,Male,Sales,Sales Representative,5017,1,3,3,2,No,0-2 Yrs,Medium (5k-10k),0,1,4,11
EMP1014,25,Female,Sales,Manager,20224,7,1,3,4,No,6-10 Yrs,Very High (15k+),0,0,4,6
EMP1015,22,Male,Research & Development,Manager,15687,4,3,4,2,No,3-5 Yrs,Very High (15k+),0,1,3,6
EMP1016,29,Female,Sales,Sales Representative,6198,3,3,2,3,Yes,3-5 Yrs,Medium (5k-10k),1,0,4,11
EMP1017,50,Female,Sales,Sales Representative,6851,2,2,4,3,No,0-2 Yrs,Medium (5k-10k),0,0,4,11
EMP1018,24,Male,Research & Development,Laboratory Technician,4500,1,1,2,4,Yes,0-2 Yrs,Low (<5k),1,1,3,5
EMP1019,53,Male,Sales,Manager,13853,6,3,3,3,No,6-10 Yrs,High (10k-15k),0,1,4,6
EMP1020,31,Female,Sales,Manager,11454,0,1,1,4,Yes,0-2 Yrs,High (10k-15k),1,0,4,6
EMP1021,31,Male,Research & Development,Manager,12138,5,1,2,3,Yes,3-5 Yrs,High (10k-15k),1,1,3,6
EMP1022,40,Male,Sales,Sales Executive,7992,9,3,4,3,Yes,6-10 Yrs,Medium (5k-10k),1,1,4,10
EMP1023,55,Male,Research & Development,Manufacturing Director,16316,1,2,3,4,No,0-2 Yrs,Very High (15k+),0,1,3,7
EMP1024,54,Male,Research & Development,Laboratory Technician,9994,10,4,2,2,No,6-10 Yrs,Medium (5k-10k),0,1,3,5
EMP1025,44,Female,Research & Development,Laboratory Technician,5210,0,2,4,3,No,0-2 Yrs,Medium (5k-10k),0,0,3,5
EMP1026,49,Female,IT,Software Engineer,13282,12,4,4,3,No,10+ Yrs,High (10k-15k),0,0,2,12
EMP1027,53,Male,Research & Development,Manufacturing Director,13759,0,3,3,3,No,0-2 Yrs,High (10k-15k),0,1,3,7
EMP1028,28,Male,Research & Development,Laboratory Technician,7029,5,4,4,3,No,3-5 Yrs,Medium (5k-10k),0,1,3,5
EMP1029,50,Male,Research & Development,Research Scientist,7560,1,2,3,3,Yes,0-2 Yrs,Medium (5k-10k),1,1,3,9
EMP1030,29,Male,IT,Software Engineer,10226,9,4,4,2,No,6-10 Yrs,High (10k-15k),0,1,2,12
EMP1031,22,Male,IT,Data Analyst,10868,3,3,3,4,No,3-5 Yrs,High (10k-15k),0,1,2,1
EMP1032,24,Male,IT,Data Analyst,11095,0,4,4,4,No,0-2 Yrs,High (10k-15k),0,1,2,1
EMP1033,45,Male,Research & Development,Manager,10863,4,2,3,3,Yes,3-5 Yrs,High (10k-15k),1,1,3,6
EMP1034,44,Female,Sales,Manager,11745,2,1,3,3,Yes,0-2 Yrs,High (10k-15k),1,0,4,6
EMP1035,29,Male,Sales,Sales Executive,4974,5,3,3,1,Yes,3-5 Yrs,Low (<5k),1,1,4,10
EMP1036,58,Female,Sales,Sales Representative,9161,10,1,3,4,No,6-10 Yrs,Medium (5k-10k),0,0,4,11
EMP1037,24,Female,Finance,Financial Analyst,12362,2,3,3,2,No,0-2 Yrs,High (10k-15k),0,0,0,2
EMP1038,54,Female,Research & Development,Manufacturing Director,20014,1,1,2,3,No,0-2 Yrs,Very High (15k+),0,0,3,7
EMP1039,49,Female,Human Resources,Recruiter,3457,0,3,4,4,No,0-2 Yrs,Low (<5k),0,0,1,8
EMP1040,29,Male,Research & Development,Manager,17396,4,4,3,3,No,3-5 Yrs,Very High (15k+),0,1,3,6
EMP1041,55,Female,IT,IT Support,6730,2,3,3,4,Yes,0-2 Yrs,Medium (5k-10k),1,0,2,4
EMP1042,56,Female,Sales,Sales Executive,5140,2,4,3,3,Yes,0-2 Yrs,Medium (5k-10k),1,0,4,10
EMP1043,53,Male,Sales,Manager,16255,1,3,4,1,No,0-2 Yrs,Very High (15k+),0,1,4,6
EMP1044,45,Female,Research & Development,Manager,16721,2,3,3,4,No,0-2 Yrs,Very High (15k+),0,0,3,6
EMP1045,35,Female,Research & Development,Manufacturing Director,15354,17,4,3,1,No,10+ Yrs,Very High (15k+),0,0,3,7
EMP1046,53,Male,Research & Development,Research Scientist,6479,1,4,4,4,No,0-2 Yrs,Medium (5k-10k),0,1,3,9
EMP1047,37,Male,IT,IT Support,6191,4,4,3,1,No,3-5 Yrs,Medium (5k-10k),0,1,2,4
EMP1048,25,Male,Sales,Sales Executive,5440,7,2,3,4,No,6-10 Yrs,Medium (5k-10k),0,1,4,10
EMP1049,58,Female,Research & Development,Laboratory Technician,5161,6,3,3,2,No,6-10 Yrs,Medium (5k-10k),0,0,3,5
EMP1050,42,Female,Research & Development,Manager,17027,1,2,4,3,No,0-2 Yrs,Very High (15k+),0,0,3,6
EMP1051,35,Female,Sales,Sales Executive,7645,4,3,3,3,No,3-5 Yrs,Medium (5k-10k),0,0,4,10
EMP1052,52,Female,IT,Software Engineer,9217,10,3,3,3,No,6-10 Yrs,Medium (5k-10k),0,0,2,12
EMP1053,39,Male,IT,Data Analyst,9220,0,4,4,3,No,0-2 Yrs,Medium (5k-10k),0,1,2,1
EMP1054,28,Male,Human Resources,HR Partner,3774,2,4,3,3,Yes,0-2 Yrs,Low (<5k),1,1,1,3
EMP1055,31,Female,IT,Data Analyst,10330,1,3,3,3,No,0-2 Yrs,High (10k-15k),0,0,2,1
EMP1056,28,Female,Human Resources,Recruiter,4792,2,1,4,3,Yes,0-2 Yrs,Low (<5k),1,0,1,8
EMP1057,54,Non-Binary,Sales,Sales Executive,5476,2,4,2,3,No,0-2 Yrs,Medium (5k-10k),0,2,4,10
EMP1058,44,Male,Human Resources,Manager,20166,6,1,3,3,No,6-10 Yrs,Very High (15k+),0,1,1,6
EMP1059,42,Male,Research & Development,Manufacturing Director,14316,0,3,3,2,No,0-2 Yrs,High (10k-15k),0,1,3,7
EMP1060,40,Female,Sales,Sales Representative,7024,3,1,4,4,No,3-5 Yrs,Medium (5k-10k),0,0,4,11
EMP1061,40,Female,Sales,Manager,15389,4,2,2,3,Yes,3-5 Yrs,Very High (15k+),1,0,4,6
EMP1062,57,Female,Human Resources,Manager,18742,3,4,3,2,No,3-5 Yrs,Very High (15k+),0,0,1,6
EMP1063,50,Female,Human Resources,HR Partner,4479,6,1,4,3,No,6-10 Yrs,Low (<5k),0,0,1,3
EMP1064,39,Male,Sales,Sales Representative,8241,2,3,1,4,No,0-2 Yrs,Medium (5k-10k),0,1,4,11
EMP1065,23,Female,Human Resources,Recruiter,6811,5,2,2,1,Yes,3-5 Yrs,Medium (5k-10k),1,0,1,8
EMP1066,22,Female,Finance,Financial Analyst,8942,3,4,4,3,Yes,3-5 Yrs,Medium (5k-10k),1,0,0,2
EMP1067,26,Female,Sales,Manager,17961,4,4,3,3,No,3-5 Yrs,Very High (15k+),0,0,4,6
EMP1068,41,Female,Sales,Sales Representative,6074,8,2,4,2,Yes,6-10 Yrs,Medium (5k-10k),1,0,4,11
EMP1069,32,Male,IT,IT Support,5057,1,1,2,4,Yes,0-2 Yrs,Medium (5k-10k),1,1,2,4
EMP1070,23,Male,Sales,Sales Representative,5889,0,3,3,3,No,0-2 Yrs,Medium (5k-10k),0,1,4,11
EMP1071,24,Non-Binary,Research & Development,Manager,12259,6,2,3,2,Yes,6-10 Yrs,High (10k-15k),1,2,3,6
EMP1072,44,Male,Sales,Sales Representative,5522,3,3,3,4,No,3-5 Yrs,Medium (5k-10k),0,1,4,11
EMP1073,33,Female,Research & Development,Laboratory Technician,8999,11,1,3,3,No,10+ Yrs,Medium (5k-10k),0,0,3,5
EMP1074,41,Male,Human Resources,Recruiter,11592,20,1,3,4,No,10+ Yrs,High (10k-15k),0,1,1,8
EMP1075,26,Female,Research & Development,Manufacturing Director,16749,2,3,4,3,Yes,0-2 Yrs,Very High (15k+),1,0,3,7
EMP1076,58,Female,IT,Manager,12873,2,2,3,4,No,0-2 Yrs,High (10k-15k),0,0,2,6
EMP1077,59,Female,IT,Manager,18508,2,4,3,4,No,0-2 Yrs,Very High (15k+),0,0,2,6
EMP1078,51,Male,IT,IT Support,7339,1,1,2,1,No,0-2 Yrs,Medium (5k-10k),0,1,2,4
EMP1079,30,Female,Research & Development,Manufacturing Director,19496,7,2,3,4,No,6-10 Yrs,Very High (15k+),0,0,3,7
EMP1080,55,Male,Sales,Manager,18148,7,4,3,3,No,6-10 Yrs,Very High (15k+),0,1,4,6
EMP1081,56,Male,Research & Development,Research Scientist,11149,3,3,3,1,No,3-5 Yrs,High (10k-15k),0,1,3,9
EMP1082,43,Female,Sales,Sales Representative,3594,0,4,3,3,No,0-2 Yrs,Low (<5k),0,0,4,11
EMP1083,45,Female,IT,Data Analyst,11652,1,1,1,1,Yes,0-2 Yrs,High (10k-15k),1,0,2,1
EMP1084,38,Female,Research & Development,Manager,10706,1,3,2,4,No,0-2 Yrs,High (10k-15k),0,0,3,6
EMP1085,31,Male,Research & Development,Laboratory Technician,9489,8,4,3,3,No,6-10 Yrs,Medium (5k-10k),0,1,3,5
EMP1086,51,Male,Sales,Sales Executive,3020,0,2,3,4,No,0-2 Yrs,Low (<5k),0,1,4,10
EMP1087,44,Male,IT,IT Support,5999,8,4,4,2,Yes,6-10 Yrs,Medium (5k-10k),1,1,2,4
EMP1088,53,Male,IT,Manager,14201,5,3,3,3,No,3-5 Yrs,High (10k-15k),0,1,2,6
EMP1089,38,Male,Research & Development,Manager,19054,6,2,1,2,No,6-10 Yrs,Very High (15k+),0,1,3,6
EMP1090,38,Female,IT,Data Analyst,8861,2,3,3,3,No,0-2 Yrs,Medium (5k-10k),0,0,2,1
EMP1091,35,Male,Sales,Manager,18962,5,3,2,4,No,3-5 Yrs,Very High (15k+),0,1,4,6
EMP1092,30,Female,Research & Development,Manager,15990,4,1,3,4,No,3-5 Yrs,Very High (15k+),0,0,3,6
EMP1093,23,Non-Binary,IT,IT Support,7678,5,3,4,4,No,3-5 Yrs,Medium (5k-10k),0,2,2,4
EMP1094,46,Female,Research & Development,Research Scientist,12310,2,2,3,4,No,0-2 Yrs,High (10k-15k),0,0,3,9
EMP1095,30,Female,Finance,Financial Analyst,12116,3,3,3,1,No,3-5 Yrs,High (10k-15k),0,0,0,2
EMP1096,43,Female,Sales,Manager,11336,5,4,3,3,No,3-5 Yrs,High (10k-15k),0,0,4,6
EMP1097,25,Male,Sales,Sales Representative,4667,0,3,3,3,No,0-2 Yrs,Low (<5k),0,1,4,11
EMP1098,47,Male,Finance,Accountant,6976,2,4,4,3,No,0-2 Yrs,Medium (5k-10k),0,1,0,0
EMP1099,50,Male,Sales,Sales Executive,7309,17,2,2,2,Yes,10+ Yrs,Medium (5k-10k),1,1,4,10
EMP1100,55,Female,Finance,Financial Analyst,6275,0,3,3,3,No,0-2 Yrs,Medium (5k-10k),0,0,0,2
EMP1101,44,Female,Finance,Financial Analyst,7091,1,4,3,3,Yes,0-2 Yrs,Medium (5k-10k),1,0,0,2
EMP1102,58,Male,Sales,Sales Executive,3212,1,3,3,3,No,0-2 Yrs,Low (<5k),0,1,4,10
EMP1103,32,Female,Research & Development,Research Scientist,12122,5,3,3,4,No,3-5 Yrs,High (10k-15k),0,0,3,9
EMP1104,27,Female,Sales,Sales Executive,7057,0,1,4,3,No,0-2 Yrs,Medium (5k-10k),0,0,4,10
EMP1105,39,Male,Research & Development,Research Scientist,9825,4,2,2,1,No,3-5 Yrs,Medium (5k-10k),0,1,3,9
EMP1106,42,Non-Binary,Sales,Sales Representative,3973,0,2,3,1,Yes,0-2 Yrs,Low (<5k),1,2,4,11
EMP1107,57,Male,Sales,Sales Executive,7270,0,4,3,4,No,0-2 Yrs,Medium (5k-10k),0,1,4,10
EMP1108,59,Male,Research & Development,Research Scientist,11170,6,2,3,4,Yes,6-10 Yrs,High (10k-15k),1,1,3,9
EMP1109,55,Female,Research & Development,Laboratory Technician,4608,1,4,3,3,No,0-2 Yrs,Low (<5k),0,0,3,5
EMP1110,38,Male,Finance,Accountant,8543,18,3,2,3,No,10+ Yrs,Medium (5k-10k),0,1,0,0
EMP1111,58,Female,IT,Manager,12288,0,2,2,4,Yes,0-2 Yrs,High (10k-15k),1,0,2,6
EMP1112,46,Male,Human Resources,Manager,19138,2,3,2,3,No,0-2 Yrs,Very High (15k+),0,1,1,6
EMP1113,59,Male,Research & Development,Research Scientist,7218,0,4,4,4,No,0-2 Yrs,Medium (5k-10k),0,1,3,9
EMP1114,33,Non-Binary,IT,Software Engineer,7820,2,4,3,4,No,0-2 Yrs,Medium (5k-10k),0,2,2,12
EMP1115,44,Male,Research & Development,Research Scientist,12654,26,1,3,3,No,10+ Yrs,High (10k-15k),0,1,3,9
EMP1116,43,Male,Human Resources,HR Partner,8377,10,2,3,3,Yes,6-10 Yrs,Medium (5k-10k),1,1,1,3
EMP1117,42,Male,Finance,Manager,17501,0,2,3,2,No,0-2 Yrs,Very High (15k+),0,1,0,6
EMP1118,48,Female,Research & Development,Laboratory Technician,6572,4,1,3,2,Yes,3-5 Yrs,Medium (5k-10k),1,0,3,5
EMP1119,52,Male,Research & Development,Manager,15098,5,3,4,4,No,3-5 Yrs,Very High (15k+),0,1,3,6
EMP1120,27,Male,IT,Data Analyst,8938,1,4,3,4,Yes,0-2 Yrs,Medium (5k-10k),1,1,2,1
EMP1121,48,Male,Finance,Financial Analyst,9747,0,2,3,4,No,0-2 Yrs,Medium (5k-10k),0,1,0,2
EMP1122,55,Male,Human Resources,HR Partner,7042,11,4,1,3,No,10+ Yrs,Medium (5k-10k),0,1,1,3
EMP1123,33,Female,Sales,Sales Executive,6746,15,3,3,1,No,10+ Yrs,Medium (5k-10k),0,0,4,10
EMP1124,28,Female,Research & Development,Manufacturing Director,14816,10,2,3,1,No,6-10 Yrs,High (10k-15k),0,0,3,7
EMP1125,31,Male,Sales,Manager,20463,7,1,4,3,No,6-10 Yrs,Very High (15k+),0,1,4,6
EMP1126,38,Female,IT,Manager,11494,5,4,3,3,No,3-5 Yrs,High (10k-15k),0,0,2,6
EMP1127,47,Male,Sales,Sales Representative,6844,2,4,3,3,No,0-2 Yrs,Medium (5k-10k),0,1,4,11
EMP1128,42,Non-Binary,IT,Software Engineer,10723,0,3,3,1,No,0-2 Yrs,High (10k-15k),0,2,2,12
EMP1129,49,Non-Binary,Sales,Sales Executive,4075,0,1,3,4,No,0-2 Yrs,Low (<5k),0,2,4,10
EMP1130,23,Male,Sales,Sales Executive,7994,5,2,2,3,No,3-5 Yrs,Medium (5k-10k),0,1,4,10
EMP1131,22,Female,Research & Development,Research Scientist,11037,4,1,4,4,No,3-5 Yrs,High (10k-15k),0,0,3,9
EMP1132,57,Female,Human Resources,Manager,18853,8,3,3,3,No,6-10 Yrs,Very High (15k+),0,0,1,6
EMP1133,47,Male,Sales,Sales Representative,5445,12,4,4,2,No,10+ Yrs,Medium (5k-10k),0,1,4,11
EMP1134,50,Male,Research & Development,Laboratory Technician,8056,10,1,4,4,No,6-10 Yrs,Medium (5k-10k),0,1,3,5
EMP1135,42,Male,Research & Development,Manager,16857,24,4,3,4,No,10+ Yrs,Very High (15k+),0,1,3,6
EMP1136,32,Female,Sales,Manager,10863,1,3,3,3,No,0-2 Yrs,High (10k-15k),0,0,4,6
EMP1137,32,Non-Binary,Sales,Sales Executive,9068,7,3,2,3,No,6-10 Yrs,Medium (5k-10k),0,2,4,10
EMP1138,57,Female,IT,Data Analyst,8829,4,4,4,1,No,3-5 Yrs,Medium (5k-10k),0,0,2,1
EMP1139,56,Female,Research & Development,Laboratory Technician,5896,1,1,3,3,No,0-2 Yrs,Medium (5k-10k),0,0,3,5
EMP1140,55,Female,Sales,Manager,22831,20,4,3,4,No,10+ Yrs,Very High (15k+),0,0,4,6
EMP1141,45,Female,IT,Manager,14863,11,1,3,1,No,10+ Yrs,High (10k-15k),0,0,2,6
EMP1142,43,Female,Finance,Financial Analyst,8745,0,2,3,2,No,0-2 Yrs,Medium (5k-10k),0,0,0,2
EMP1143,26,Male,Research & Development,Manager,15004,0,4,3,4,No,0-2 Yrs,Very High (15k+),0,1,3,6
EMP1144,54,Female,Research & Development,Laboratory Technician,8964,5,4,3,2,Yes,3-5 Yrs,Medium (5k-10k),1,0,3,5
EMP1145,57,Female,IT,Manager,15925,4,3,3,3,No,3-5 Yrs,Very High (15k+),0,0,2,6
EMP1146,41,Male,Finance,Financial Analyst,13548,13,3,4,3,No,10+ Yrs,High (10k-15k),0,1,0,2
EMP1147,40,Female,IT,Data Analyst,10602,1,4,3,3,No,0-2 Yrs,High (10k-15k),0,0,2,1
EMP1148,56,Male,Research & Development,Manager,13427,0,4,3,3,No,0-2 Yrs,High (10k-15k),0,1,3,6
EMP1149,38,Male,Research & Development,Manager,16112,1,1,4,2,No,0-2 Yrs,Very High (15k+),0,1,3,6
EMP1150,55,Female,Human Resources,Manager,10394,0,4,2,1,No,0-2 Yrs,High (10k-15k),0,0,1,6
EMP1151,30,Male,Sales,Sales Executive,6597,0,3,4,4,No,0-2 Yrs,Medium (5k-10k),0,1,4,10
EMP1152,47,Male,Research & Development,Manager,12729,12,3,3,4,No,10+ Yrs,High (10k-15k),0,1,3,6
EMP1153,23,Male,IT,IT Support,5497,2,3,3,3,No,0-2 Yrs,Medium (5k-10k),0,1,2,4
EMP1154,30,Female,Research & Development,Laboratory Technician,4172,2,3,3,3,No,0-2 Yrs,Low (<5k),0,0,3,5
EMP1155,30,Male,Research & Development,Manufacturing Director,18135,0,4,3,2,No,0-2 Yrs,Very High (15k+),0,1,3,7
EMP1156,38,Female,Research & Development,Manufacturing Director,11845,1,3,4,1,No,0-2 Yrs,High (10k-15k),0,0,3,7
EMP1157,22,Male,Sales,Manager,20724,4,4,2,4,No,3-5 Yrs,Very High (15k+),0,1,4,6
EMP1158,46,Non-Binary,Research & Development,Laboratory Technician,8273,4,1,3,3,No,3-5 Yrs,Medium (5k-10k),0,2,3,5
EMP1159,46,Non-Binary,IT,Software Engineer,9187,7,4,3,3,No,6-10 Yrs,Medium (5k-10k),0,2,2,12
EMP1160,56,Male,Sales,Manager,20215,2,4,4,2,No,0-2 Yrs,Very High (15k+),0,1,4,6
EMP1161,24,Male,Sales,Sales Executive,4199,1,3,3,1,No,0-2 Yrs,Low (<5k),0,1,4,10
EMP1162,58,Male,Finance,Accountant,5448,3,3,4,3,No,3-5 Yrs,Medium (5k-10k),0,1,0,0
EMP1163,51,Female,Sales,Sales Executive,4761,1,3,3,4,No,0-2 Yrs,Low (<5k),0,0,4,10
EMP1164,59,Male,Sales,Manager,12573,9,4,2,4,No,6-10 Yrs,High (10k-15k),0,1,4,6
EMP1165,55,Male,Finance,Manager,17511,1,4,3,4,No,0-2 Yrs,Very High (15k+),0,1,0,6
EMP1166,33,Male,Human Resources,Manager,16179,5,1,2,4,No,3-5 Yrs,Very High (15k+),0,1,1,6
EMP1167,40,Male,Research & Development,Manager,11803,0,4,3,4,No,0-2 Yrs,High (10k-15k),0,1,3,6
EMP1168,58,Male,IT,IT Support,5098,5,3,2,3,No,3-5 Yrs,Medium (5k-10k),0,1,2,4
EMP1169,38,Female,Sales,Manager,14450,12,2,3,2,No,10+ Yrs,High (10k-15k),0,0,4,6
EMP1170,31,Non-Binary,Human Resources,Manager,20590,4,4,3,4,No,3-5 Yrs,Very High (15k+),0,2,1,6
EMP1171,33,Male,Research & Development,Laboratory Technician,4547,4,3,3,2,Yes,3-5 Yrs,Low (<5k),1,1,3,5
EMP1172,37,Female,IT,Data Analyst,14767,16,4,3,2,No,10+ Yrs,High (10k-15k),0,0,2,1
EMP1173,45,Male,Research & Development,Manager,18925,4,2,3,2,No,3-5 Yrs,Very High (15k+),0,1,3,6
EMP1174,40,Female,Research & Development,Laboratory Technician,7173,1,1,3,3,No,0-2 Yrs,Medium (5k-10k),0,0,3,5
EMP1175,29,Female,Research & Development,Manager,19945,1,3,3,3,No,0-2 Yrs,Very High (15k+),0,0,3,6
EMP1176,52,Female,Research & Development,Research Scientist,8815,6,1,4,2,No,6-10 Yrs,Medium (5k-10k),0,0,3,9
EMP1177,42,Non-Binary,IT,Software Engineer,10954,6,4,4,3,No,6-10 Yrs,High (10k-15k),0,2,2,12
EMP1178,38,Male,Research & Development,Laboratory Technician,7624,1,2,2,4,No,0-2 Yrs,Medium (5k-10k),0,1,3,5
EMP1179,44,Female,Research & Development,Research Scientist,8702,2,3,1,3,No,0-2 Yrs,Medium (5k-10k),0,0,3,9
EMP1180,58,Female,Research & Development,Research Scientist,16106,23,1,4,4,No,10+ Yrs,Very High (15k+),0,0,3,9
EMP1181,37,Male,Research & Development,Manufacturing Director,14221,0,2,3,2,Yes,0-2 Yrs,High (10k-15k),1,1,3,7
EMP1182,27,Non-Binary,Human Resources,Manager,15691,2,4,3,2,No,0-2 Yrs,Very High (15k+),0,2,1,6
EMP1183,29,Male,IT,Manager,15854,0,1,3,3,No,0-2 Yrs,Very High (15k+),0,1,2,6
EMP1184,46,Female,Research & Development,Research Scientist,7816,8,3,3,3,Yes,6-10 Yrs,Medium (5k-10k),1,0,3,9
EMP1185,39,Male,Finance,Financial Analyst,9316,0,4,3,3,Yes,0-2 Yrs,Medium (5k-10k),1,1,0,2
EMP1186,46,Male,IT,Data Analyst,8359,5,3,4,4,Yes,3-5 Yrs,Medium (5k-10k),1,1,2,1
EMP1187,33,Female,Research & Development,Research Scientist,9774,0,4,3,4,No,0-2 Yrs,Medium (5k-10k),0,0,3,9
EMP1188,36,Female,Research & Development,Manufacturing Director,16417,5,1,2,4,No,3-5 Yrs,Very High (15k+),0,0,3,7
EMP1189,47,Male,Finance,Financial Analyst,12727,9,2,2,3,No,6-10 Yrs,High (10k-15k),0,1,0,2
EMP1190,47,Male,Research & Development,Laboratory Technician,7677,2,4,3,2,Yes,0-2 Yrs,Medium (5k-10k),1,1,3,5
EMP1191,53,Female,IT,Manager,15029,3,4,3,3,No,3-5 Yrs,Very High (15k+),0,0,2,6
EMP1192,31,Male,Research & Development,Manager,15006,2,3,3,2,No,0-2 Yrs,Very High (15k+),0,1,3,6
EMP1193,37,Male,Research & Development,Manufacturing Director,14678,1,3,1,2,No,0-2 Yrs,High (10k-15k),0,1,3,7
EMP1194,28,Female,Sales,Manager,13496,8,3,4,2,No,6-10 Yrs,High (10k-15k),0,0,4,6
EMP1195,38,Female,Research & Development,Manufacturing Director,17566,1,1,2,3,No,0-2 Yrs,Very High (15k+),0,0,3,7
EMP1196,44,Male,Finance,Manager,15627,6,4,1,2,No,6-10 Yrs,Very High (15k+),0,1,0,6
EMP1197,47,Female,Research & Development,Research Scientist,11484,1,3,3,1,No,0-2 Yrs,High (10k-15k),0,0,3,9
EMP1198,42,Female,Research & Development,Manager,15561,1,3,3,3,No,0-2 Yrs,Very High (15k+),0,0,3,6
EMP1199,43,Female,Finance,Accountant,4299,2,4,3,3,No,0-2 Yrs,Low (<5k),0,0,0,0
EMP1200,28,Male,Research & Development,Manager,11441,4,2,4,4,Yes,3-5 Yrs,High (10k-15k),1,1,3,6
EMP1201,35,Male,Research & Development,Research Scientist,11946,3,2,4,3,Yes,3-5 Yrs,High (10k-15k),1,1,3,9
EMP1202,36,Male,IT,Software Engineer,11929,6,4,3,2,No,6-10 Yrs,High (10k-15k),0,1,2,12
EMP1203,28,Male,Human Resources,Manager,13827,1,4,3,2,No,0-2 Yrs,High (10k-15k),0,1,1,6
EMP1204,30,Female,Sales,Sales Representative,3195,0,3,3,2,Yes,0-2 Yrs,Low (<5k),1,0,4,11
EMP1205,29,Male,Research & Development,Manufacturing Director,14675,7,1,3,4,Yes,6-10 Yrs,High (10k-15k),1,1,3,7
EMP1206,44,Female,Research & Development,Research Scientist,11650,8,2,2,4,No,6-10 Yrs,High (10k-15k),0,0,3,9
EMP1207,50,Male,Research & Development,Research Scientist,10553,0,3,4,2,No,0-2 Yrs,High (10k-15k),0,1,3,9
EMP1208,39,Male,Research & Development,Manufacturing Director,15725,4,2,2,3,No,3-5 Yrs,Very High (15k+),0,1,3,7
EMP1209,52,Female,Research & Development,Research Scientist,8704,2,4,2,4,No,0-2 Yrs,Medium (5k-10k),0,0,3,9
EMP1210,51,Male,Sales,Sales Executive,8000,7,4,3,3,No,6-10 Yrs,Medium (5k-10k),0,1,4,10
EMP1211,56,Male,Research & Development,Manufacturing Director,15343,10,4,3,4,No,6-10 Yrs,Very High (15k+),0,1,3,7
EMP1212,39,Female,Sales,Sales Executive,6856,9,2,1,2,Yes,6-10 Yrs,Medium (5k-10k),1,0,4,10
EMP1213,38,Male,Research & Development,Manager,14208,7,4,2,2,No,6-10 Yrs,High (10k-15k),0,1,3,6
EMP1214,35,Female,IT,Data Analyst,7424,1,2,3,4,Yes,0-2 Yrs,Medium (5k-10k),1,0,2,1
EMP1215,52,Female,Human Resources,Manager,18826,8,1,3,3,No,6-10 Yrs,Very High (15k+),0,0,1,6
